url,titulo,texto,status,local,data_hora,problem_type,product_type,category,texto2
https://www.reclameaqui.com.br/brastemp-consul/maquina-de-lavar-com-problema_GP2wAVTX81RNtnRi/,Máquina de lavar com problema.,"Brastemp não resolve máquina de lavar com três semanas e desde o primeiro dia já veio com problema. Técnico já esteve várias vezes e o mesmo indicou não ter conserto e a Brastemp só enrola.
Solução nada.",,Palhoça - SC,30/07/2024 às 18:26,--,--,--,"Consideração final do consumidor
05/08/2024 às 17:34
Insatisfeito com Brastemp que só enrolou. Precisei reclamar aqui para ligarem pra mim. Gostaria de devolver a máquina mas tudo que fazem é me enrolar. Enrolar ,enrolar. Ninguém fala amos resolver.
Fabricam uma máquina que roupa sai encharcada na centrifugação onde o técnico deles disse estar com problema. Insatisfeito !!!Brastemp nunca mais.
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
https://www.reclameaqui.com.br/brastemp-consul/maquina-de-lavar-loucas-nova-com-painel-riscado_Avs4UA8NnUUAImMW/,Máquina de lavar louças nova com painel riscado,"Comprei uma máquina de lavar louças 10 serviços no site da Brastemp. A mesma veio com o painel arranhado. Solicito o reparo urgente, pois trata-se de uma produto novo.",,Goiânia - GO,30/07/2024 às 17:16,Eletrodomésticos,Lava louças,Riscada-Manchada,"Consideração final do consumidor
03/08/2024 às 11:53
Resolvido.
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
10"
https://www.reclameaqui.com.br/brastemp-consul/gelafeira-brastemp-3-portas_Fn4ltrk8t594x4xh/,Gelafeira Brastemp 3 portas,"Comprei uma geladeira Brastemp 3 portas pela Internet nas lojas Colombo.Recebi a tal geladeira no dia 05/07 sexta-feira, no sábado a tarde notei que os alimentos que eu tinha colocado dentro dela não estavam refrigerados e nem os que eu tinha colocado no congelador.Na segunda, dia 08/07 entrei em contato com a loja falando o ocorrido, disse que queria troca do produto,pois não funciona. Para minha surpresa a atendente disse que teria que entrar e. Contato com o técnico para verificar o ocorrido, relutei muito, pois não faz sentido uma geladeira nova estar estragada. De lá para cá, só incomidaçao,fui no Procon, reclame aqui, sobre a loja Colombo, vários e-mails e nada. Chegado o dia da visita do tal técnico ( escolhido e enviado pela própria loja), ele simplesmente disse que não entende dessa tecnologia, pous é uma geladeira nova. Solicitou troca de vários equipamentos dela, claro que não aceitei ( ele disse ainda que a chegada das peças demoraria uns 20 dias). Ligo para a loja Colombo, quem diz que alguém atende.
Hoje, 25/07 estou ainda sem geladeira nova. A atendente da assistência técnica ainda me disse que tenho que estar atenta so celular, pous a Brastemp poderá me ligar caso não atenda três tentativas, será cancelado minha solicitação, trabalho, não tenho como atender sempre os telefonemas!!
Já não aguento mais, pous a pouco sofri com uma enchente e e. Virtude disso comprei a tal geladeira nova !!!!
Aguardo a troca do equipamento!!",,Guaíba - RS,30/07/2024 às 16:43,--,--,--,"Consideração final do consumidor
02/08/2024 às 12:51
Nada resolvido!
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
https://www.reclameaqui.com.br/brastemp-consul/geladeira-inverse-3-sem-conserto_zHgj0CuXxEH8It6I/,Geladeira inverse 3 sem conserto,"Brastemp não resolve o problema da geladeira inverse 3.
Comprei 2 geladeiras e vieram as gavetas totalmente desalinhas e não fecham, já foi para assistência 3 vezes e não tem solução! 3 ordens de serviços abertas, 01/03/2024 - 07/04/2024 - 29/07/2024 - a geladeira não tem conserto, temos 2 idosos na casa a geladeira dispara o alarme todo vez porque a a gaveta não fecha, acarretando perda de alimentos! BRASTEMP vocês precisam resolver o problema, e não adianta mandar técnico, porque os mesmos já avisaram que não há mais o que fazer, não tem solução.",,São Paulo - SP,30/07/2024 às 13:16,Eletrodomésticos,Geladeira-Refrigerador,Má qualidade,"Consideração final do consumidor
01/08/2024 às 10:48
Meu problema ainda não foi resolvido!
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
https://www.reclameaqui.com.br/brastemp-consul/assistencia-tecnica_-RAjlurvRgMqMJxJ/,Assistência técnica,"Comprei um lava louças da BRASTEMP. Ela ainda está na garantia.
A máquina começou a piscar todas as luzes e não ligar. Entrei no site e solicitei assistência. Demoraram quase 10 dias para vir ver a máquina. Resolveram levar ela e estão há 10 dias sem dar uma resposta. Só dizem que ainda não há parecer. Falaram que iam dizer o problema 2 dias depois. Depois pediram mais 1 semana. Novamente pedi um prazo para pelo menos dizer o problema só visualizam e não respondem.
Como a assistência é autorizada da BRASTEMP e foi a própria marca que encaminhou diretamente a essa assistência, é de inteira responsabilidade da empresa.",,Campo Grande - MS,30/07/2024 às 11:46,Eletrodomésticos,Lava louças,Assistência técnica,"Consideração final do consumidor
02/08/2024 às 17:34
Atendimento da empresa é bom. O atendimento da autorizada é pessimo.
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
5"
https://www.reclameaqui.com.br/brastemp-consul/engracado-ao-cliente_S-Kz-mZHNaum-O7r/,Engraçado ao cliente....,"Meu nome e Raquel, tenho uma geladeira na cor inox,moro em são Caetano do Sul https://******* geladeira deu problema... chamei assistencia técnica autorizada da Brastemp......Paguei 70 reais pro rapaz vim fazer orçamento eo laudo..... Porque já passou faz tempo da garantia de um ano.... Ocorre que no laudo feito pelo autorizada da Brastemp falou que não tenha mais feito de conserto...não tem reparo https://******* fábrica em conversar com a atendente Dioquele, né falou do programa de troca https://******* que eu só poderia fazer a compra só site deles da https://******* falei pra ela que não queria pq não tinha dinheiro e também no site o mesmo produto geladeira igual a minha tava bem mais caros que outras https://******* me falou que só daria 15%de desconto e nada https://******* falei que é inviável pq não tem lógica eu pagar mais caro e ser obrigado a comprar no site de vcs e dar a geladeira com defeito pra tem os 15% de desconto https://******* não tem a peça na fábrica https://******* pra ela que no site tem o mesmo produto igual só muda o cóhttps://******* é uma enganação ao cliente....querendo enganar bobo https://******* quero o conserto da minha geladeira.....a Brastemp e a fabricante da peça ....fabricou minha geladeira não existe outra fábrica https://******* absurdo.....forçar o cliente pra pagar mais e falar que não tem peça bando de https://******* no saque hoje e a moça falou mesma coisa https://******* é https://******* geladeira ..... Brastemp fazendo produtos pra durar pouco tempo de uso e quando quebra ainda forçar o cliente a comprar uma nova e devolver a quebrada alegando que não tem peça .......",,São Paulo - SP,30/07/2024 às 10:57,Não encontrei meu problema,Geladeira-Refrigerador,Má qualidade,"Consideração final do consumidor
03/08/2024 às 16:25
Forçando o cliente a comprar outro produto.....e nada de resolver o conserto da minha geladeira....e
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
https://www.reclameaqui.com.br/brastemp-consul/geladeira-nova-tecnico-nao-resolveu_2yP5kqLgewemsnbe/,Geladeira nova tecnico não resolveu,"Comprei uma geladeira no magazine Luiza
Ela já veio com problema, só esfriava e não gelava, pensei que eu estava sem saber operar.
Veio uns amigos em casa e falou q já tinha comprado da mesma geladeira e veio com o mesmo problema!
O técnico veio em casa e falou q o problema foi no manuseio e nada resolveu e foi embora.
Tenho 70 anos perdi medicamentos alimentos e nada de resolver o meu problema só empurrando!
Um alerta nunca mais compro nada destas duas empresas! O técnico falou q viria pela manhã só chegou às 18:00 uma piada",,São Paulo - SP,30/07/2024 às 10:49,Não encontrei meu problema,Geladeira-Refrigerador,Não gela,"Consideração final do consumidor
03/08/2024 às 10:48
Demorou para resolver
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
8"
https://www.reclameaqui.com.br/brastemp-consul/geladeira-inverse-443-parou-de-funcionar_uamb83uZ8yPA7R6t/,GELADEIRA INVERSE 443 PAROU DE FUNCIONAR,"COMPREI UMA GELADEIRA DIRETO NA FÁBRICA DA BRASTEMP (CNPJ EMITIDO NA NF 62.058.318/0012-33) CUJA NOTA FISCAL FOI EMITIDA EM 31/08/2023. PRODUTO SAIU DO CENTRO DE DISTRIBUIÇÃO DE ALHANDRA-PB.
NO DIA 24/07/2024 (MENOS DE 11 MESES DE USO) O REFRIGERADOR DA GELADEIRA PAROU DE FUNCIONAR, E AÍ COMEÇOU MEU CALVÁRIO EM PERDA DE ALIMENTOS E STRESS.
CONTACTEI A BRASTEMP QUE ABRIU UM CHAMADO PARA UM TÉCNICO DA ASSISTÊNCIA AUTORIZADA IR EM MINHA RESIDÊNCIA. A VISITA TÉCNICA SÓ FOI AGENDADA PARA O DIA 27/07/2024.
O TÉCNICO ENVIADO PELA ADVANCE REFRIGERAÇÃO CUJO CNPJ É O 02.411.179/0001-03 INFORMOU QUE A GELADEIRA ESTAVA COM DEFEITO NA PEÇA CHAMADA CAPA DO EVAPORADOR E QUE A MESMA DEVERIA SER TROCADA (A GELADEIRA ESTÁ EM GARANTIA).
CONTINUO PERDENDO ALIMENTOS E HOJE, 30/07/2024, LIGUEI NOVAMENTE PARA A BRASTEMP, ONDE FUI INFORMADA QUE EU DEVO TER PACIÊNCIA PORQUE O PRAZO PARA CHEGADA DA PEÇA PARA SUBSTITUIÇÃO SÃO 10 DIAS ÚTEIS.
PERGUNTEI QUAL A SOLUÇÃO DESTA FÁBRICA TÃO CONCEITUADA ACERCA DE UM PROBLEMA DESSE NÍVEL ONDE UM CLIENTE QUE ADQUIRIU UM BEM CARO (R$4.600,00) E UM BEM DE EXTREMA NECESSIDADE PARA UMA FAMÍLIA?
A RESPOSTA DA ATENDENTE FOI QUE NÃO HÁ O QUE FAZER E SIM ESPERAR A CHEGADA DA PEÇA. SIGO PERDENDO ALIMENTOS DIARIAMENTE, EXTREMAMENTE INSATISFEITA COM A BRASTEMP E SEM CONFIANÇA NENHUMA COM A GELADEIRA QUE CONFORME O TÉCNICO PODERÁ APRESENTAR NOVAMENTE ESTE DEFEITO.
SOLICITEI A TROCA DO PRODUTO POR UM NOVO E FUI INFORMADA QUE É IMPOSSÍVEL.
CADÊ O DIREITO DO CONSUMIDOR?
QUE CULPA EU TENHO DO PRODUTO TER VINDO COM DEFEITO DE FABRICAÇÃO?
AGUARDO PROVIDÊNCIAS URGENTES DA BRASTEMP.
GRATA,
JOANDA",,Lagoa do Itaenga - PE,30/07/2024 às 08:41,--,--,--,"Consideração final do consumidor
02/08/2024 às 08:12
DESCASO TOTAL E FALTA DE RESPEITO.
HOJE É DIA 02/08 E SIGO SEM GELADEIRA DESDE O DIA 24/07 E SEM PREVISÃO DE SOLUÇÃO. TODOS OS DIAS DESCARTO ALIMENTOS NO LIXO.
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
https://www.reclameaqui.com.br/brastemp-consul/geladeira-sem-possibilidade-de-reparo_Z5ajAmFpBYiQelRC/,Geladeira sem possibilidade de reparo,"Protocolo da autorizada:*******

Minha Geladeira Brastemp preta inverse 422 litros, hoje 29/07/2024, recebi a visita do técnico que informou que o possível problema da geladeira era de vazamento interno do gabinete por isso estava vazando o gás e que o valor para o teste era 400 reais, porém a autorizada não teria como fazer o reparo, já tenho a geladeira há 7 anos, porém ela está em ótimo estado, mas quanto a responsabilidade social da empresa não existe?? Ou seja, serei obrigado a comprar uma geladeira nova, pois a Brastemp está fabricando geladeiras com impossibilidades de reparo, a Brastemp acha que é fácil descartar uma geladeira?? Eu desejo que a Brastemp solucione de alguma forma meu problema.",,Fortaleza - CE,29/07/2024 às 22:34,Eletrodomésticos,Geladeira-Refrigerador,Assistência técnica,"Consideração final do consumidor
05/08/2024 às 15:30
Primeiro que minha geladeira foi adquirida em 2017, sei que está fora da garantia, o absurdo que acho é a Brastemp programar uma geladeira para dá defeito irreversível, vazamento no gabinete interno, ao qual a tubulação é interna, a Brastemp não pensa na responsabilidade ambiental, porém já encaminhei pra uma assistência técnica do mercado para ser feito uma tubulação externa. Há uma década a tubulação era de cobre , ou seja, bem mais resistente, agora é alumínio que é mais frágil e ainda a tubulação é interna, mas enfim nosso planeta está pedindo socorro por essa situação, o lixo eletrônico aumentando cada vez mais. Reclamação por mim tá encerrada, não terá solução mesmo.
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
5"
https://www.reclameaqui.com.br/brastemp-consul/sac-informacao-incorreta_YmdN9muTzUy0I5RK/,SAC - informação incorreta,"No dia 06/05/24 liguei no SAC da Brastemp e falei com a atendente Lorrayne pelo protocolo 1001.469.637. A geladeira que comprei é uma BRE.85.AK e vi que ela era maior que a porta do apartamento. Perguntei sobre assistência técnica autorizada da própria marca e se tinha custo para eles desmontarem as portas e entregarem dentro do apartamento. Ela disse que não tinha custo.
Hoje dia 29/07/24 na assistência informaram o valor de R$500,00 pelo serviço.
Liguei a pouco novamente no SAC Brastemp e falei com a atendente Silvia pelo protocolo 1001.539.301 informando o ocorrido. No começo ela disse que eu poderia solicitar uma auditoria da gravação, porém depois pediu para esperar e disse que eu tinha que pagar pelo serviço.
Falei que queria a auditoria da conversa e um pouco mais grossa insistiu que eu tinha que pagar.
Comprei geladeira, forno eletrico, forno microondas, adega, tudo da Marca Brastemp. Sempre tivemos dessa marca e fizemos questão de ter tudo novo de novo.
E ficamos muito instisfeitos com esse tipo de atendimento.",,São José do Rio Preto - SP,29/07/2024 às 17:41,Problemas com o Atendimento,Equipe de Atendimento,Mau Atendimento,"Consideração final do consumidor
02/08/2024 às 16:35
O manual diz, a lei diz, então ensina os seus funcionários a não mentirem para os clientes.
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
4"
https://www.reclameaqui.com.br/brastemp-consul/geladeira-com-barulho-no-motor_ceU8iMvagRmAQIvP/,Geladeira com barulho no motor,"Adquiri este mês julho de 2024 uma geladeira Brastemp 447 litros BRE57FB . Entrei em contato com o SAC para reclamar do barulho muito alto no motor. Fui informado que não e possível a troca por ter passado dos 07 dias da compra. Tentei explicar que não tinha como saber do problema do barulho comprando pela internet. Se soubesse deste problema, não compraria. Não existe ouvidoria para que o meu problema seja resolvido, apenas informam que devo entrar em contato com a assistência técnica",,São Paulo - SP,29/07/2024 às 14:37,Eletrodomésticos,Geladeira-Refrigerador,Má qualidade,"Consideração final do consumidor
06/08/2024 às 15:20
Confiei na marca pois já comprei outros produtos. Gostaria que ao invés do conserto fosse oferecido a troca do mesmo mas infelizmente não é desta forma que Brastemp enxerga a satisfação do cliente.
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
3"
https://www.reclameaqui.com.br/brastemp-consul/cooktop-de-inducao-nao-funciona_-lRTxSgCn8_v6Rof/,Cooktop de indução não funciona,"Venho por meio deste site postar minha indignação com a empresa Brastemp.
Comprei um cooktop de indução modelo BDJ62AEBNA que não está funcionando corretamente.
O produto tem 2 defeitos graves:
1 - Só esquenta a parte do meio da boca de indução.
2 - A boca de indução não funciona com panelas menores que o tamanho máximo da indução, mesmo o manual informando que deveria funcionar.
Relatei o problema há mais de 2 meses e a Brastemp simplesmente ignorou o que está ecrito no manual do produto.

Tentei de todas as maneiras pedir o conserto do fogão, mas agora vou acionar a empresa judicialmente.

Vergonha a Brastemp não se preocupar com os clientes, abri diversos protocolos e dei provas que o produto não funciona corretamente e está na garantia.",,Niterói - RJ,29/07/2024 às 14:33,Problemas com o Atendimento,Equipe de Atendimento,Mau Atendimento,"Consideração final do consumidor
01/08/2024 às 10:05
Como descrito acima, apresentei o problema para a Brastemp, mas a mesma não quis resolver.
Uma decepção por se tratar da Brastemp, agora é aguardar a decisão judicial.
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
